menu,name,swordfish,url
http://www.unclebosrestaurant.com/menus.html,Uncle Bo’s Pupu Bar & Grill,False,https://www.yelp.com/biz/uncle-bos-pupu-bar-and-grill-honolulu?osq=Seafood+Restaurant
http://www.alanwongs.com/honolulu/dinner-menu-ks,Alan Wong’s Restaurant,False,https://www.yelp.com/biz/alan-wongs-restaurant-honolulu?osq=Seafood+Restaurant
http://www.royshawaii.com/roys-hawaii-kai.html,,False,https://www.yelp.com/biz/roys-hawaii-honolulu-3?osq=Seafood+Restaurant
http://monarchseafoods.com/menu,,False,https://www.yelp.com/biz/monarch-seafoods-honolulu?osq=Seafood+Restaurant
http://baku-waikiki.com/bakus-menu/,,False,https://www.yelp.com/biz/baku-waikiki-honolulu?osq=Seafood+Restaurant
http://culinary.kapiolani.hawaii.edu/kaikena-lauae/,,False,https://www.yelp.com/biz/ka-ikena-honolulu?osq=Seafood+Restaurant
http://hyatthotels.hyatt.com/corporate/restaurants/japengo/en/waikiki/menus.html,,False,https://www.yelp.com/biz/japengo-restaurant-honolulu-4?osq=Seafood+Restaurant
https://www.yelp.com/menu/henry-louis-restaurant-honolulu/pupus,Henry Loui’s Restaurant,False,https://www.yelp.com/biz/henry-louis-restaurant-honolulu?osq=Seafood+Restaurant
https://www.southshoregrillhawaii.com/menu/,,False,https://www.yelp.com/biz/south-shore-grill-honolulu?osq=Seafood+Restaurant
http://www.beachhousewaikiki.com/menus/,Beachhouse At The Moana,False,https://www.yelp.com/biz/beachhouse-at-the-moana-honolulu-6?osq=Seafood+Restaurant
https://www.yelp.com/menu/hys-steak-house-honolulu-2/main-menu,,False,https://www.yelp.com/biz/hys-steak-house-honolulu-2?osq=Seafood+Restaurant
https://www.yelp.com/menu/atlantis-seafood-and-steak-honolulu,Atlantis Seafood & Steak,False,https://www.yelp.com/biz/atlantis-seafood-and-steak-honolulu?osq=Seafood+Restaurant
http://legendseafoodhonolulu.com/menus1,Legend Seafood Restaurant,False,https://www.yelp.com/biz/legend-seafood-restaurant-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/michels-at-the-colony-surf-honolulu-2,Michel’s At The Colony Surf,False,https://www.yelp.com/biz/michels-at-the-colony-surf-honolulu-2?osq=Seafood+Restaurant
http://www.cajunking808.com/menu.html,,False,https://www.yelp.com/biz/cajun-king-kaneohe-kaneohe-5?osq=Seafood+Restaurant
http://www.ahiassassins.com/store-menu.html,,False,https://www.yelp.com/biz/ahi-assassins-fish-honolulu?osq=Seafood+Restaurant
https://leahiattheparc.kapiolani.hawaii.edu/leahimenu/,Lē’ahi Concept Kitchen,False,https://www.yelp.com/biz/l%C4%93ahi-concept-kitchen-honolulu-8?osq=Seafood+Restaurant
https://www.yelp.com/menu/ono-steaks-and-shrimp-shack-waimanalo,Ono Steaks and Shrimp Shack,False,https://www.yelp.com/biz/ono-steaks-and-shrimp-shack-waimanalo?osq=Seafood+Restaurant
https://www.yelp.com/menu/sushi-izakaya-gaku-honolulu-2,,False,https://www.yelp.com/biz/sushi-izakaya-gaku-honolulu-2?osq=Seafood+Restaurant
http://www.arancino.com/arancino-beachwalk/menu,Arancino on Beachwalk,False,https://www.yelp.com/biz/arancino-on-beachwalk-honolulu?osq=Seafood+Restaurant
http://www.pj-partners.com/bairin/menu.html,Tonkatsu Ginza Bairin,False,https://www.yelp.com/biz/tonkatsu-ginza-bairin-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/top-of-waikiki-honolulu/dinner-menu,,False,https://www.yelp.com/biz/top-of-waikiki-honolulu?osq=Seafood+Restaurant
http://www.kinchansushi.com/menuusa.htm,,False,https://www.yelp.com/biz/kin-chan-sushi-honolulu?osq=Seafood+Restaurant
http://waikiki.alohatable.com/menu,,False,https://www.yelp.com/biz/aloha-table-honolulu?osq=Seafood+Restaurant
http://mwrestaurant.com/menus/,,False,https://www.yelp.com/biz/mw-restaurant-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/chef-mavro-honolulu/small-plates-menu,,False,https://www.yelp.com/biz/chef-mavro-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/bali-steak-and-seafood-honolulu/dinner,Bali Steak & Seafood,False,https://www.yelp.com/biz/bali-steak-and-seafood-honolulu?osq=Seafood+Restaurant
http://www.mortons.com/menu,Morton’s The Steakhouse,False,https://www.yelp.com/biz/mortons-the-steakhouse-honolulu?osq=Seafood+Restaurant
http://www.mahinaandsuns.com,,False,https://www.yelp.com/biz/mahina-and-suns-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/one-plus-one-drive-inn-honolulu,One Plus One Drive Inn,False,https://www.yelp.com/biz/one-plus-one-drive-inn-honolulu?osq=Seafood+Restaurant
http://www.stadiumcamelliarestaurant.com/menu.html,Stadium Camellia Restaurant,False,https://www.yelp.com/biz/stadium-camellia-restaurant-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/da-hub-honolulu,,False,https://www.yelp.com/biz/da-hub-honolulu?osq=Seafood+Restaurant
http://www.dewdropinnhawaii.com/menu.html,,False,https://www.yelp.com/biz/dew-drop-inn-honolulu?osq=Seafood+Restaurant
http://www.yelp.com/menu/kai-market-honolulu,,False,https://www.yelp.com/biz/kai-market-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/ravish-honolulu-honolulu,,False,https://www.yelp.com/biz/ravish-honolulu-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/ryans-grill-honolulu/limited-bar,,False,https://www.yelp.com/biz/ryans-grill-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/chef-chai-honolulu/main-menu,,False,https://www.yelp.com/biz/chef-chai-honolulu?osq=Seafood+Restaurant
http://www.themandalayhawaii.com/our-menus/our-menus.html,,False,https://www.yelp.com/biz/the-mandalay-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/mr-ojisan-restaurant-honolulu,Mr. Ojisan Restaurant,False,https://www.yelp.com/biz/mr-ojisan-restaurant-honolulu?osq=Seafood+Restaurant
http://www.harborvillagecuisine.com/menu.html,Harbor Village Cuisine,False,https://www.yelp.com/biz/harbor-village-cuisine-honolulu?osq=Seafood+Restaurant
http://toraetorae.com/menu.html,,False,https://www.yelp.com/biz/izakaya-torae-torae-honolulu?osq=Seafood+Restaurant
http://www.umamiyashabu.com/menu.html,,False,https://www.yelp.com/biz/umamiya-shabu-shabu-honolulu-3?osq=Seafood+Restaurant
http://www.cafemirohawaii.com/our-menu/,,False,https://www.yelp.com/biz/caf%C3%A9-miro-honolulu-2?osq=Seafood+Restaurant
http://dorakusushi.com/menu/,,False,https://www.yelp.com/biz/doraku-sushi-honolulu-4?osq=Seafood+Restaurant
https://www.yelp.com/menu/hong-kong-noodle-house-honolulu,Hong Kong Noodle House,False,https://www.yelp.com/biz/hong-kong-noodle-house-honolulu?osq=Seafood+Restaurant
http://www.pagodahawaii.com/dining-menu,Pagoda Floating Restaurant,False,https://www.yelp.com/biz/pagoda-floating-restaurant-honolulu-2?osq=Seafood+Restaurant
http://www.alohabbqgrill.com/menu.html,,False,https://www.yelp.com/biz/aloha-bbq-grill-honolulu?osq=Seafood+Restaurant
https://barefootbeachcafe.wordpress.com/menu/,,False,https://www.yelp.com/biz/barefoot-beach-cafe-honolulu-3?osq=Seafood+Restaurant
http://charthousewaikiki.com/our-menu/,,False,https://www.yelp.com/biz/chart-house-waikiki-honolulu?osq=Seafood+Restaurant
http://www.beijinghawaii.com/dinner.html,,False,https://www.yelp.com/biz/beijing-restaurant-honolulu?osq=Seafood+Restaurant
http://www.arancino.com/arancino-di-mare/menu,,False,https://www.yelp.com/biz/arancino-di-mare-honolulu?osq=Seafood+Restaurant
http://www.chunwahkam.com/,Chun Wah Kam Noodle Factory,False,https://www.yelp.com/biz/chun-wah-kam-noodle-factory-honolulu-3?osq=Seafood+Restaurant
http://www.cuu-long.com/menu.html,,False,https://www.yelp.com/biz/cuu-long-ii-honolulu?osq=Seafood+Restaurant
http://winspuntino.com/menu/,,False,https://www.yelp.com/biz/win-spuntino-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/tamashiro-market-honolulu,,False,https://www.yelp.com/biz/tamashiro-market-honolulu?osq=Seafood+Restaurant
http://www.yamasfishmarket.com/menu.html,,False,https://www.yelp.com/biz/yamas-fish-market-honolulu-2?osq=Seafood+Restaurant
https://www.yelp.com/menu/blt-steak-honolulu-3/dinner-menu,,False,https://www.yelp.com/biz/blt-steak-honolulu-3?osq=Seafood+Restaurant
http://kai-wa.com/menu/,,False,https://www.yelp.com/biz/kaiwa-honolulu?osq=Seafood+Restaurant
http://www.pongoskitchen.net/sample-menu.html,,False,https://www.yelp.com/biz/pongos-kitchen-honolulu?osq=Seafood+Restaurant
http://chibohawaii.com/menu/,Okonomiyaki Chibo Restaurant,False,https://www.yelp.com/biz/okonomiyaki-chibo-restaurant-honolulu-2?osq=Seafood+Restaurant
https://www.yelp.com/menu/restaurant-suntory-honolulu/lunch-menu,,False,https://www.yelp.com/biz/restaurant-suntory-honolulu?osq=Seafood+Restaurant
http://locohouse.net/menu/,,False,https://www.yelp.com/biz/loco-house-honolulu?osq=Seafood+Restaurant
http://www.hongnien.com/index.php/menu/,Hong Nien Chinese Restaurant,False,https://www.yelp.com/biz/hong-nien-chinese-restaurant-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/akasaka-honolulu,,False,https://www.yelp.com/biz/akasaka-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/3660-on-the-rise-honolulu/main-menu,,False,https://www.yelp.com/biz/3660-on-the-rise-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/red-lobster-honolulu/main-menu,,False,https://www.yelp.com/biz/red-lobster-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/wolfgangs-steakhouse-by-wolfgang-zwiener-honolulu/dinner-menu,Wolfgang’s Steakhouse by Wolfgang Zwiener,False,https://www.yelp.com/biz/wolfgangs-steakhouse-by-wolfgang-zwiener-honolulu?osq=Seafood+Restaurant
http://idilai31.wix.com/do-ne%23%21menu/c5hf,,False,https://www.yelp.com/biz/do-ne-japanese-food-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/12th-avenue-grill-honolulu,,False,https://www.yelp.com/biz/12th-avenue-grill-honolulu?osq=Seafood+Restaurant
http://www.koreankangnam.com/full-menu/,,False,https://www.yelp.com/biz/korean-gang-nam-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/dk-steak-house-honolulu/dinner-menu,,False,https://www.yelp.com/biz/dk-steak-house-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/happy-day-honolulu-3,,False,https://www.yelp.com/biz/happy-day-honolulu-3?osq=Seafood+Restaurant
http://www.chuckshawaii.com/steakhousemenu.html,,False,https://www.yelp.com/biz/chucks-steak-house-honolulu?osq=Seafood+Restaurant
http://fetehawaii.com/menus.html,,False,https://www.yelp.com/biz/fete-hawaii-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/sistina-honolulu-3/appetizers,,False,https://www.yelp.com/biz/sistina-honolulu-3?osq=Seafood+Restaurant
http://katsumidori-hawaii.com/menu/,,False,https://www.yelp.com/biz/katsumidori-sushi-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/vino-honolulu/main-menu,,False,https://www.yelp.com/biz/vino-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/hasr-bistro-honolulu/lunch-menu,,False,https://www.yelp.com/biz/hasr-bistro-honolulu?osq=Seafood+Restaurant
http://www.pfchangshawaii.com/menu,,False,https://www.yelp.com/biz/p-f-changs-honolulu-2?osq=Seafood+Restaurant
http://yeehongpavilion.com/Menu.html,,False,https://www.yelp.com/biz/yee-hong-pavilion-honolulu-3?osq=Seafood+Restaurant
http://asukanabe.com/menu,Asuka Nabe + Shabu Shabu,False,https://www.yelp.com/biz/asuka-nabe-shabu-shabu-honolulu?osq=Seafood+Restaurant
http://www.atkinsongrill.com/Menu.aspx,,False,https://www.yelp.com/biz/atkinson-grill-honolulu-2?osq=Seafood+Restaurant
http://www.yummyhawaii.com/our-restaurants/steak-fish-company/menu/,Steak & Fish Company,False,https://www.yelp.com/biz/steak-and-fish-company-honolulu?osq=Seafood+Restaurant
http://www.yelp.com/menu/ruths-chris-steak-house-honolulu,Ruth’s Chris Steak House,False,https://www.yelp.com/biz/ruths-chris-steak-house-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/little-village-noodle-house-honolulu,Little Village Noodle House,False,https://www.yelp.com/biz/little-village-noodle-house-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/steak-shack-honolulu,,False,https://www.yelp.com/biz/steak-shack-honolulu?osq=Seafood+Restaurant
http://www.sekiyasrestaurant.com/diningmenu.html,Sekiya’s Restaurant & Delicatessen,False,https://www.yelp.com/biz/sekiyas-restaurant-and-delicatessen-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/gyoza-no-ohsho-honolulu,,False,https://www.yelp.com/biz/gyoza-no-ohsho-honolulu?osq=Seafood+Restaurant
http://ninnin-curry.com/en/menu/,,False,https://www.yelp.com/biz/nin-nin-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/k-c-kitchen-honolulu-2,,False,https://www.yelp.com/biz/k-c-kitchen-honolulu-2?osq=Seafood+Restaurant
https://www.yelp.com/menu/waiolu-ocean-view-lounge-honolulu/lunch-and-sunset-hour-menu,Wai’olu Ocean View Lounge,False,https://www.yelp.com/biz/waiolu-ocean-view-lounge-honolulu?osq=Seafood+Restaurant
http://www.yelp.com/menu/ruths-chris-steak-house-honolulu-5,Ruth’s Chris Steak House,False,https://www.yelp.com/biz/ruths-chris-steak-house-honolulu-5?osq=Seafood+Restaurant
http://menu.gordonbiersch.com/honolulu-menu,Gordon Biersch Brewery Restaurant,False,https://www.yelp.com/biz/gordon-biersch-brewery-restaurant-honolulu?osq=Seafood+Restaurant
http://pintandjigger.com/menus.html,,False,https://www.yelp.com/biz/pint-jigger-honolulu-3?osq=Seafood+Restaurant
http://www.noburestaurants.com/honolulu/menus-2/dinner-3/%23.WGFPXdJ96Cg,,False,https://www.yelp.com/biz/nobu-honolulu-honolulu-2?osq=Seafood+Restaurant
https://www.yelp.com/menu/sakura-terrace-japanese-cafe-honolulu,Sakura Terrace Japanese Cafe,False,https://www.yelp.com/biz/sakura-terrace-japanese-cafe-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/panda-express-honolulu-3,,False,https://www.yelp.com/biz/panda-express-honolulu-3?osq=Seafood+Restaurant
http://www.tokkuritei-hawaii.com/%23%21menu/c5hf,,False,https://www.yelp.com/biz/tokkuri-tei-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/golden-duck-honolulu,,False,https://www.yelp.com/biz/golden-duck-honolulu?osq=Seafood+Restaurant
http://www.lagoonchineserestaurant.com/,,False,https://www.yelp.com/biz/lagoon-chinese-food-honolulu-2?osq=Seafood+Restaurant
http://thailandcafehi.com/menu/,,False,https://www.yelp.com/biz/thailand-cafe-honolulu-2?osq=Seafood+Restaurant
https://www.yelp.com/menu/the-pig-and-the-lady-honolulu-4/dinner-menu,,False,https://www.yelp.com/biz/the-pig-and-the-lady-honolulu-4?osq=Seafood+Restaurant
https://www.yelp.com/menu/vintage-cave-caf%C3%A9-honolulu-15/lunch-menu,,False,https://www.yelp.com/biz/vintage-cave-caf%C3%A9-honolulu-15?osq=Seafood+Restaurant
https://www.yakinikuyoshi.com/menu/,,False,https://www.yelp.com/biz/japanese-bbq-yoshi-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/noi-thai-cuisine-hawaii-honolulu-5/desserts,Noi Thai Cuisine - Hawaii,False,https://www.yelp.com/biz/noi-thai-cuisine-hawaii-honolulu-5?osq=Seafood+Restaurant
https://www.yelp.com/menu/buca-di-beppo-italian-restaurant-honolulu-2/party-pans-and-catering,Buca di Beppo Italian Restaurant,False,https://www.yelp.com/biz/buca-di-beppo-italian-restaurant-honolulu-2?osq=Seafood+Restaurant
https://www.yelp.com/menu/mariposa-neiman-marcus-honolulu-5/wine-list,Mariposa Neiman Marcus,False,https://www.yelp.com/biz/mariposa-neiman-marcus-honolulu-5?osq=Seafood+Restaurant
https://www.yelp.com/menu/monterey-bay-canners-fresh-seafood-restaurant-aiea-2,Monterey Bay Canners Fresh Seafood Restaurant,False,https://www.yelp.com/biz/monterey-bay-canners-fresh-seafood-restaurant-aiea-2?osq=Seafood+Restaurant
https://www.yanagisushi-hawaii.com/menu,,False,https://www.yelp.com/biz/yanagi-sushi-honolulu?osq=Seafood+Restaurant
http://genkoreanbbq.com/our-menu-mixed/,Gen Korean BBQ House,False,https://www.yelp.com/biz/gen-korean-bbq-house-honolulu-4?osq=Seafood+Restaurant
http://aplacetoeathi.com/our-menu/4169140,,False,https://www.yelp.com/biz/a-place-to-eat-honolulu?osq=Seafood+Restaurant
http://willowshawaii.com/index.php/restaurant/the-buffet/,,False,https://www.yelp.com/biz/the-willows-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/shokudo-japanese-restaurant-and-bar-honolulu/main-menu,Shokudo Japanese Restaurant & Bar,False,https://www.yelp.com/biz/shokudo-japanese-restaurant-and-bar-honolulu?osq=Seafood+Restaurant
http://www.histeaks.com/menu/,,False,https://www.yelp.com/biz/hi-steaks-honolulu-8?osq=Seafood+Restaurant
http://www.wahoos.com/hawaii/,,False,https://www.yelp.com/biz/wahoos-fish-tacos-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/kobe-japanese-steak-house-honolulu,Kobe Japanese Steak House,False,https://www.yelp.com/biz/kobe-japanese-steak-house-honolulu?osq=Seafood+Restaurant
http://www.bakeryandtable.com/menu/,,False,https://www.yelp.com/biz/bakery-and-table-honolulu-2?osq=Seafood+Restaurant
https://www.yelp.com/menu/kakaako-kitchen-honolulu,,False,https://www.yelp.com/biz/kakaako-kitchen-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/siam-garden-cafe-honolulu-2,,False,https://www.yelp.com/biz/siam-garden-cafe-honolulu-2?osq=Seafood+Restaurant
https://www.yelp.com/menu/paesano-honolulu,,False,https://www.yelp.com/biz/paesano-honolulu?osq=Seafood+Restaurant
https://www.royal-hawaiian.com/dining/surflanai/,,False,https://www.yelp.com/biz/surf-lanai-honolulu?osq=Seafood+Restaurant
https://www.yelp.com/menu/goma-tei-ramen-honolulu-6,,False,https://www.yelp.com/biz/goma-tei-ramen-honolulu-6?osq=Seafood+Restaurant
https://www.alohabreadbutter.com/menu.html,,False,https://www.yelp.com/biz/bread-and-butter-honolulu-3?osq=Seafood+Restaurant
